,user_id,content_id,rating
0,0,m_286217,8.35652661686786
0,0,m_398181,6.065895390403058
0,0,m_1372,7.785727443497953
0,0,m_127585,7.603591877875605
0,0,m_363676,6.663915179160493
0,0,m_640,7.554297212111876
0,0,m_374720,7.291435186859245
0,0,m_16869,8.561720428183207
0,0,m_24428,6.46182288139771
0,0,m_284054,6.714157000059457
0,0,t_79242,7.783442736814031
0,0,t_75006,8.982251404112121
0,0,m_707,5.48429382439606
0,0,m_293863,7.5892713766171855
0,0,m_1927,5.603114486722044
0,0,m_259693,6.644639058769108
0,0,m_451,8.072781617158265
0,0,m_376570,6.948982726753748
0,0,m_13939,7.224361006669324
0,0,m_353486,6.035672200020115
0,0,m_49051,8.14991423646266
0,0,m_6977,8.052239527834459
0,0,m_245891,7.829487661981989
0,0,m_168259,7.695306514244607
0,0,m_297761,6.710600960157091
0,0,m_8831,6.4717634213058215
0,0,m_117263,6.472461283011207
0,0,m_4380,7.082990662839645
0,0,m_687262,4.514309113000713
0,0,m_8810,7.3917366813878855
0,0,m_84348,6.315738743352126
0,0,m_11017,5.993735358161869
0,0,m_426543,5.691464732754224
0,0,m_376659,6.844259536563378
0,0,m_681019,4.388195673980814
0,0,m_341174,5.955562623467122
0,0,m_48488,4.4339964052746845
0,0,m_45317,7.665793129795445
0,0,m_38745,5.153065688155831
0,0,m_8363,7.204224154825438
0,0,m_15487,7.771061715781449
0,0,m_2059,6.529767030109566
0,0,m_8488,6.17183571172675
0,0,m_11631,6.597846764625362
0,0,m_458423,7.4959598633623115
0,0,m_9008,7.386667693313369
0,0,m_10479,5.76809149069068
0,0,m_274870,6.509780595850228
0,0,m_559907,6.324558295447553
0,0,m_1735,5.40248957788101
0,0,m_22804,5.550688260730429
0,0,m_604,6.8107841589164035
0,0,m_193610,5.620844700275113
0,0,m_537915,7.266501036739258
0,0,m_12689,5.685014725655178
0,0,m_807,8.483389747799485
0,0,m_286217,8.362958966275746
0,0,m_520318,7.07622707538574
0,0,m_285,8.028721036530847
0,0,m_121856,4.629657184338673
0,0,m_281957,7.467513304111255
0,0,m_1738,6.494009999926572
0,0,m_4995,7.178766170388547
0,0,m_46705,5.394945216048954
0,0,m_357400,6.781943554167742
0,0,m_13027,6.692268565955384
0,0,m_671,8.595137761465017
0,0,m_72213,7.037789753225433
0,0,m_76203,8.659162541431497
0,0,m_9502,7.276682325979011
0,0,m_259316,7.117295981883998
0,0,m_166424,4.224761960001394
0,0,m_8055,8.068074230400043
0,0,t_82883,7.531827816039179
0,0,m_82693,6.225479052023761
0,0,m_7299,7.006438445729721
0,0,m_398818,8.148350853584539
0,0,m_242454,7.307787904382495
0,0,m_1726,8.422307964119447
0,0,m_223702,5.713017234435149
0,0,m_953,7.352109823940943
0,0,m_155,8.351580323625061
0,0,t_70523,8.444447096931267
0,0,m_773,7.8550693281601625
0,0,m_339846,6.49561733988245
0,0,m_312221,6.707127982654905
0,0,m_5156,8.40683414521399
0,0,t_87108,8.558836487332192
0,0,m_100402,7.582858350125994
0,0,m_7446,6.60983368763715
0,0,m_77878,7.307420590006454
0,0,m_429300,7.015181538403243
0,0,t_94796,8.598148769913271
0,0,m_10663,6.383508788005611
0,0,m_10539,6.805105037086354
0,0,m_28162,8.88496064239094
0,0,m_8367,7.089501630476694
0,0,m_120,9.257453334194096
0,0,m_62211,7.414572899090001
0,0,m_680,7.970883054899221
0,0,m_624779,6.029744266128315
0,0,m_429617,7.662032235174735
0,0,m_371608,6.09237060758948
0,0,m_80389,6.088203256762016
0,0,m_146233,8.151919146781962
0,0,m_82702,7.848344392716587
0,0,m_287903,6.211178790251978
0,0,m_296098,7.458229992872101
0,0,m_329,8.140162007996858
0,0,m_205775,7.157611620172444
0,0,m_30020,7.416282917206597
0,0,m_284052,6.7406701556289885
0,0,m_5236,6.7889373867632115
0,0,m_855,7.124400409850722
0,0,m_110415,6.731263856115903
0,0,m_7451,4.597635668753556
0,0,m_346685,6.032251074347556
0,0,m_9614,6.049629686843927
0,0,m_16869,7.793865561931784
0,0,m_14161,5.413085302520565
0,0,m_70160,7.402967162734653
0,0,m_510,7.914098145986733
0,0,m_1633,7.343556196558276
0,0,m_109421,6.692587061423091
0,0,m_101299,7.296325374245193
0,0,m_68,7.59767603378739
0,0,m_396422,6.158724374991675
0,0,m_3049,6.359733619377095
0,0,m_283601,5.598780203633276
0,0,m_290762,7.726263925938006
0,0,m_474350,6.067019956037251
0,0,m_9286,6.403134884881384
0,0,m_14168,7.055253521773465
0,0,t_63647,6.422828240953193
0,0,m_547016,6.754932647510949
0,0,m_70160,8.161038721778855
0,0,m_10547,6.0165581099372165
0,0,m_449684,3.9674818618693553
0,0,m_9669,6.037133578482667
0,0,m_57201,6.125000690059585
0,0,m_310593,6.034106479823838
0,0,m_272693,7.195307091149484
0,0,m_298,6.887231186083474
0,0,m_2251,6.3419072861763865
0,0,m_374720,8.147738508468404
0,0,m_157336,7.9043448532206115
0,0,m_142,8.117928872099293
0,0,m_283995,8.235116336816391
0,0,m_15092,6.263201601441863
0,0,m_37724,7.088025875938867
0,0,m_129,8.527389193539465
0,0,m_1930,7.385319000033592
0,0,m_436931,6.580795614546654
0,0,t_67195,7.496997682683793
0,0,m_24,8.912807383802281
0,0,m_10193,7.688375965185995
0,0,m_7859,7.2943254527456505
0,0,m_61791,8.252520649144401
0,0,t_108824,9.263583450825728
0,0,m_576845,7.371019504307017
0,0,m_329865,7.378218118502518
0,0,m_259316,7.975703124578457
0,0,m_564,7.437157764924619
0,0,m_1892,7.597705363673084
0,0,m_181533,6.515738523714566
0,0,m_502163,7.906747388856406
0,0,m_420809,7.4209803334228335
0,0,m_295011,5.27605647739798
0,0,m_22970,6.516036094618314
0,0,m_76341,7.328241067645283
0,0,m_666,7.937718488504841
0,0,m_9738,5.860152465027385
0,0,m_447332,6.366695799895856
0,0,t_1412,6.22106444945672
0,0,m_53487,6.7558068540300535
0,0,m_353486,7.110227501846328
0,0,m_396422,7.548928075231031
0,0,m_44912,4.867868835292782
0,0,m_77338,7.599462044268734
0,0,m_6038,6.36438341146404
0,0,t_13676,6.841262133049992
0,0,m_12162,7.154277980802254
0,0,m_2044,6.065409393334727
0,0,m_475557,8.246414827065436
0,0,m_568124,7.254838833903205
0,0,m_77,8.242835054312891
0,0,m_273481,7.494697076675607
0,0,m_332562,7.446147114612851
0,0,m_58595,5.867998270086899
0,0,m_22970,7.158728988543849
0,0,m_901,8.003047381542629
